sentiment	productId	userId	summary	text	helpfulY	helpfulN
		A3CFN1DW7YHUDP	I'm a fan...	Dude, these things are pretty good... as long as you're not bent on them being just like Oreos. I mean, they're not. But I definitely like them better than other chocolate cracker snacks like teddy grahams. The lightness of the crackers makes them perfect for slathering on other goodies, like peanut butter, cream cheese, icing, pudding, melted chocolate...	0	0
		A3TLJWAV1WNI7V	Great tasting brownies	I can make some really good brownies from scratch but if you want to save time, you can't find better brownies in a box than this. Chewy, rich and moist with a crunchy crust - people who don't have to eat gluten free keep asking for them.	0	0
		A2MWBSYJR74S75	Wonderful on it's own or mixed in drinks	This is the finest Cola I have found yet.<br /><br />There is a small store near me who sells it by the bottle.<br /><br />For cola drinkers, this is significantly better than Coke, Pepsi, etc., but the real treat is when you use this in place of Coke in drinks. (for those of you of legal drinking age)<br /><br />It's not just the quality of the liquor that makes a good rum & cola, Captain & cola, bourbon & cola, etc., it's the quality of the COLA that makes a good drink SOOO much better.<br /><br />Fore those of you mixing, use a high quality liquot with this high quality cola.<br /><br />I recommend Captain Morgan Reserve, Myers Dark Rum, Jim Beam Black, Maker's Mark, etc.	12	0
		A2FOV3T02SWT80	Nutella -Happiness in a plastic jar.	This review may sound immature, possibly overly dramatic.  this is the only product review I have ever written, normally read them but dont write them.  For this product though - it is different.  It is an absolute privledge to write a review for Nutella.  It is the best thing I have ever tasted - no joke.  Nutella is happiness in a plastic jar.	1	0
		AENXDKTUB8AMJ	Not Bad.....Not awesome.	It's a great price but it's also strong coffee. We like it but only buy it because the price is so good.<br />Would buy something else if the price was equal. All in all it's definitely worth the S&S price. Works fine in our Keurig but keep them sealed so they stay fresh.	1	0
		AR9IGTVTL5Y4O	SF  Bay coffee pods	i ordered the coffee for my daughter who visits frequently.  she loves this brand of coffee, but is not impressed with the pods.  the pods are NOT similar to the normal Keurig pods so I was concerned they would not work.  They do work, but don't know if I'll order them again.	2	9
		A1MPVVOU2H5V56	Chocolate River Rocks Rock!	They were a big hit with our meeting attendees and tied in well with our mountain/nature theme.  Nice serving size for 1-2 people to share.	0	0
		AHI87D06P7HX	Great for older dogs.	"I have an 11 year old Jack Russle who's teeth have worn down over the years. Greenies are great for him as they are not hard for him to chew and he LOVES them. Every evening all I have to say is ""Want your Greenie""? And he comes running. It's the only dog treat he eats now."	0	0
		A3C6M1APVEHL7Y	It's good, but not exceptional	"Honestly, it's not bad at all, but most commercial peanut butter does have some sweetner in it and if you are going from some of those types to this peanut butter, your first impression may be that it doesn't have the taste that you are expecting because the sugar isn't in there.  If you want the sweeter taste, btw, you can put a stevia in the peanut butter and mix it in.  That sounds messy but you can simply do it a bit at a time to the top layer of the jar.<br /><br />I also do not like the fact that it does have hydrogenated oil in it, which means trans fats.  But again this is something else most commercial peanut butters have.  They can get away with saying ""0"" trans fats on the label I'm assuming, because it's under 1/2 gram per serving.  Trans fats can occur naturally, however, and if you don't eat the peanut butter hand over fist, you really aren't consuming very much of it.<br /><br />I REALLY like the idea of their company to give 50% of profits to diabetes.  I like to support a company that is socially responsible.  All in all I'd buy it again."	0	0
		AJ2NJF8BFTBZG	Not what I ordered	We ordered eight bottles of original Ovaltine and received four of original and four of chocolate.  Beware!	1	1
		A2L2RI86W91X5O	Im in Love!	I received a free sample of 5-Hour ENERGY from Smiley360 and it changed me. I was so impressed with how much of a boost it gave me without making me nervous or having racing heartbeat. I now use this almost everyday when I need a little pick me up- much better than reaching for soda or sugary snacks	0	0
		A2P3EZ8DSAJU9B	So happy to get it!	I'm so glad I can now get this at Amazon.  Living in Idaho this is not something readily available to me.	1	0
		A1QBVUCTWP9XR4	Good snacks	Such an easy way to buy calorie controlled snacks.  The arrived quickly.  So easy to take to work or when you need just an easy snack.	0	0
		A1HPU4U3K29OLE	Exploding K-Cups	These K-cups come unsealed around the edges during use, and as a result cause coffee and grounds to spew everywhere. Because of this, I tend to get a cupful of grounds which is not drinkable, thus I can't comment on the taste/strength of the coffee.	1	0
		A300H7FXA6Y1D6	Ok, I'm not a coffee connesieur, but...	When I first opened up the bag, I didn't get that fresh smell of great coffee. It smelled like flavorless, strong coffee (which is, surprise surprise, how it tastes.) Plus the beans are really greasy... what does that mean? Not a fan.	0	0
		AY0KZDT40MGBL	Best chocolate cake ever.	I don't usually like chocolate cake but, this has a real chocolate flavor. As I expected, General Mills cake mixes didn't let me down.	0	0
		A2O8CJX1YU3B4A	Victor Mole Traps - Out of Sight	"These are much more difficult to set and move than the other Victor spear-type models.  When ""hunting"" moles, you must move the traps frequently and this Out of Sight version is cumbersome."	1	0
		A2L7E6CTRT6OA	Great, if you like CARDBOARD	Okay, so the box sat on my counter for 2 months while I tried to find the time to make this product-- since it's not a quick thing to make pastries from scratch. I was going to feature this product on my blog--where I often give tips on healthy desserts, pet help & relationships. It's the holidays and I finally decided to make the time.  I got out my camera to chronicle this event and gave this my best efforts. Unfortunately, I just wasted 3 hours and lots of efforts on what turned out to be CARDBOARD.<br /><br />First, the company is in Australia, I believe, and assumes that we already know what to do. The directions were minimal and it didn't even give baking instructions--once the pastry was prepared.  It was very difficult and time consuming and the end result was YUCK.  There were many naughty words heard from the direction of the kitchen--and more accurately, my lips.  My husband and handyman were laughing-- right along with me--as I forced them to try them out.  Big thumbs down.<br /><br />* I'm sure a PASTRY CHEF or someone who does this all of the time--might have tips--but for the above average--gluten free baker--I would say, SKIP IT and find something else. I have made a LOT of gluten free products & even developed some recipes on my own--- but never had these kind of issues.<br /><br />I called Amazon and got a refund, they were wonderful and understanding and refunded my purchase. Hope this helps--Happy Healthier Baking!  :-)	2	1
		A3BXQXK26PY93D	Stone Bonsai	I was looking for an easy care Bonsai that was not too small for an end table setting. I must admit I was surprized of the quality of this plant. It looks as good, if not better, than the picture. Very fast shipping, arrived two days after<br />I ordered it. I highly recommend this plant...Thank you Bonsai Boy!	1	0
		A3O7LO7Q1UGM5J	Got it as a gift for a health nut	Nice taste. I got it as a gift and the it was a big hit. Would certainly buy it again.	9	1
		A3L51TJ5BFKJ59	Do not eat these cookies in bed!	Overall I was not happy with the crumbiness of these cookies. They were way to fragile and crumby. There is just too many crumbs in my bed, how am I supposed to sleep like this?	5	14
		AEE2RTBH1WD9A	Cute package but very small	Cute packaging idea but it is very small for the price. I added it to a cupcake themed basket. I wouldn't buy it again.	0	0
		A1T881USNU9Y41	I wanted to love these..but don't.	I liked the idea of an affordable alternative to the regular Nespresso capsules, and when I read about these I ordered some. At first use, however, it's immediately clear that they don't work as well as the original ones; they don't quite fit into the machine properly, the stream of coffee isn't as robust coming into the cup, and most importantly, the taste isn't the same.<br /><br />So, yes, they are priced less than the originals however I wouldn't purchase them again.<br /><br />Thanks!	1	0
		AP9FLXNSJ9NM5	Dog not very interested	Although the dog likes to chew rawhide, she doesn't like these.  She chewed on one end a little and then abandoned them.	0	2
		A2XQ4I2LPOPJBK	Misleading Product	"My class action law firm, Gallo & Associates, is investigating whether Sun-Maid misrepresents the nature of its Yogurt Raisins and Yogurt Cranberries to consumers by claiming its raisins and cranberries are coated with ""real yogurt"" when  the mixture they are coated with is primarily composed of sugar and oil and contains little, if any, real yogurt.  If you live in California, were deceived by one of these products, and would like to help with our investigation, please email me at dvalerian@gallo-law.com to discuss your experience.  Thank you, Dominic Valerian"	0	2
		A1PBO90FMY86D6	Bland	I wanted to like these two teas.....all natural and a good price.  The flavor is quite bland, though, and I probably won't purchase them again.  They're not bad, just not that good.	0	0
		ANP5ZZGG9U7KZ	"Erroneous double entry-- see inside for link to ""similar"" product"	"This page appears to be an erroneous double entry.  View the product page at <a href=""http://www.amazon.com/gp/product/B005MKB0ZC"">Sticky Fingers Carolina Sweet BBQ Sauce (18 oz)</a> and compare the products-- and prices-- for yourself.  Note that this item also (at time of this writing) has a shipping fee-- note the total cost for a single bottle of this product, and compare with the other page."	0	0
		A9OEK7YWXVVWT	Amazon shipped the wrong Product! Oats were ordered, Multigrain was shipped.	I ordered Country Choice Organic Oven Toasted Old Fashioned Oats, 18-Ounce Canisters (Pack of 6)<br /><br />I received pack of 6 cannisters with Rye, Oats, Wheat and Barley.<br /><br />Amazon screwed up the fulfillment and shipped the wrong product!<br /><br />I did not discover until the pack and one of the canisters was opened. Sent email with photo of received canister asking for correct products with suggested resolution. Heard nothing! I was travelling after my receipt and gave away three canisters. I have 2 unopened and one opened canister. I prefer the 100% Oats.<br /><br />I am still awaiting resolution. If you are going to send me another idiot boilerplate response, include a customer service number I can call to resolve this.<br /><br />An unhappy customer, John Wirth	0	0
		A23QXKCHT8KR05	Do Not Hesitate to buy Carbquik	"Attention Low Carbers and Diabetics!!!<br /><br />Yeah, I know.  You've tried other Low Carb products and most SUCK right?  I've been doing this for 12 years -- I lost 160 pounds the first 2 years and then slowly slipped and gained back about 50 pounds over the last 8 years. Believe me, it doesn't take much to put it back on.  I never went back to eating full blown carbs -- just more desserts, maybe a hamburger and fries here and there.  I am now back to strict low carb and the first thing I did was buy my wonderful Carbquik!!  Everything positive everyone said on these Amazon reviews is TRUE!!  I swear!  And the few negatives have got to be from people who are not EXCLUSIVELY low carb.  Is it expensive?  Not when you can finally have delicious biscuits or pancakes and a ton of other previously forbidden foods.<br /><br />I've tried every low carb packaged food around.  It's actually a lot of fun experimenting but I remember some DOOSIES!!  I remember the Atkins Macaroni and Cheese product (10 or 12 years ago)  OH MY GOD!!  Soooooo GROSS.  I literally gagged and choked from just a taste.  That was the worst product I've tried and the rest of just not very good.  CARBQUIK IS AWESOME.  Buy it right now!!  Netrition has it for 11.99 plus 5.95 shipping so it is a much better deal.  Which is unusual for Amazon -- they are usually the cheapest place.  I adore Amazon by the way!!!<br /><br />If anyone out there reading this is hesitant to try low carb, please do yourself a favor and read Gary Taubes ""Why We Get Fat and What To Do About It"".  It will change your life!<br /><br />Happy Low Carbing...."	4	0
		AOV20J7JOVXQE	Yeah, no.	I was trying to replicate a packaged salad I get that has a sweet onion honey mustard dressing that is supremely tasty.<br /><br />Paula Deen's variety however...<br /><br />Let's just say that if you projectile vomited, then replaced the bile with copious amounts of artificial sweetener, it would probably taste like this dressing, only slightly better.<br /><br />Tossed after 1 use. BLECH.	0	1
		A1ZENB34HH2EIM	Yum.	These tea mixes are fantastic for work since they dissolve quickly and require no stirring IF you add them to your glass first.  Stirring or shaking is definitely ideal, but the beverage works without them.  Not too sweet and no bitterness that green tea mixes can sometimes have.  I didn't find that there was a pronounced tea flavor here, but enjoyed the light sweetness this mix added to a glass of cold water.  Oh, and I'd highly recommend adding ice AFTER mixing since ice seems to keep the powder from dissolving.<br /><br />Overall, this is a nice and relatively low-calorie way to dress up water without a lot of artificial sweeteners.	0	2
		A9YDS1D0Q8SZY	Mini Naturals are just okay	My big puppy is not impressed. He'll ignore a palm-full and go about his business. Maybe he just isn't big on peanut butter flavor stuff.	0	0
		A3RFEZ1LQ3OZR0	Very tasty and affordable	"I use mate with black tea to get an extra dose of caffeine in the morning. That way my brew is not bitter and it packs a punch. This mate is the best I have had. It is fresh smelling and tasting, and it has a lot of flavor in the cup. Most mates are more in the background of the black tea in my concoction. This mate is front and center. I really enjoy it.<br /><br />On top of all that, it is not expensive. In fact, for its quality it is quite a bargain. I hope I can continue to get this product at this price.<br /><br />I have a gourd and I have used it once or twice.<br /><br />My preferred method is to use three cups of water to two teaspoons of tea and two of mate. I cool the water for 60 to 70 seconds before pouring it over the mixed tea and mate. I'm not a purist, but I get something I like and can drink on a consistent basis. It makes a good amount of liquor and it is mild to the palate and gives a good dose of caffeine.<br /><br />For tea, I use PG Tips Loose Tea.<a href=""http://www.amazon.com/gp/product/B001EQ5JJQ"">PG Tips Black Tea, Loose Tea, 8.8-Ounce Boxes (Pack of 6)</a>"	3	0
		A39HPTIXX9A79U	convenient and tasty	My husband loves these. They are easy to make and yield consistent results. Easy to customize the strength by just using more or less water. We bring a few packets when we go away on weekend trips. Buying in bulk here is definitely cheaper than buying at the store. Cheers!	0	0
		ANY6PSKDOIE3Z	Worthless.	My cat normally loves and reacts strongly to catnip.  I've used a spray catnip before and he rolled and played.  However, when I spray this on his toys or his rug there is no reaction at alll.  I finally threw the bottle away.	0	0
		A1777PY0HEYIPN	Sea Salt and Pepper Heaven!	"I got a chance to taste these cashews at my trainer's house a couple of months ago. Normally I have much better manners than to finish off an entire can of snacks offered to me at someone's home, but these cashews were fantastic. They are large, creamy and buttery cashews sprinkled (okay showered) in a luscious coating of high quality sea salt and pepper. Definitely not a treat for ""blander"" palettes (unless you shake off the excess)...but for someone like me for whom there can never be too much pepper, these nuts are the holy grail of snacks. The excess coating is great to season seafood and makes a terrific cashew encrusted Tilapia...just yummy."	0	0
		A1IFZ57IWYJ3J5	GREAT TASTE	This was their first product.  It is filtered, hence the clear color, and while doesnt have the same nutrients as their unfiltered product, for taste, it can't be beat. I would recommend to those trying to get off soft drinks and something (marginally) better.	0	0
		ARM3DTVSF6INW	I am sad	I was very disapointed with these flowers. Several of the  stargazer buds were damaged, as if they had been frozen, and several others are such that they will not  open very well, although there is still time for them to improve perhaps. But, the number of flowers for the money was wholly inadequate. On the bright side, the Iris' are blooming nicely and are beautiful. Based on the condition of the stargazers, and the inadequate number of stems,however,  i do not think I will order from this company again	1	0
		AV34HT7D2UZM0	Keurig coffee	This is a very mild coffee.  I like the Green Mountain Coffee brand but if you are a coffee connosieur this is not for you.	0	0
		A1EIOYLS7DXR2F	Good Stuff	I am very happy with this product - and surprised.  It's very versatile and can be used in a ton of different ways, not just drinks, but food as well.  Thanks	1	0
		A25LIWYSH8WYTJ	Paw Hide	Sent to our Arizona son on 9/7/2012....<br />he has not gotten it yet.  Will write a review later.  It looks like a fun hing for the pups.	0	1
		A2DHA9BIS3NB2H	The only Welleness food my cat refuses to eat.	This is the only variety of Wellness food that my cat refuses to eat.  It is also the only variety that smells horrid.  Most of the varieties actually smell good, especially the chicken or turkey flavors.  This one is nauseating.  In fact, the first can I opened smelled so bad that I thought the product was spoiled and opened a second.  Now, either both were spoiled or neither were and it just smells horrific.  Too bad, as the product isn't inexpensive (though this Amazon sale is, perhaps because it doesn't sell well??).	3	0
		A3QAWNL1GK3IYJ	Dogs love these	My dogs love these and they work well for training treats.  Smell good considering they are for dogs.  Ingredients make it worth the price.	1	0
		ADY836HK6QSYR	Nice for a Starbucks item	This is a bit stronger than other vanilla coffees that I enjoy such as New England.  Depending upon your taste, you can enjoy a stronger brew or reduce the amount of coffee you use. I simply use a bit less coffee.  I was skeptical about this coffee as I find Starbucks coffee at the local stores has a burnt taste to it lately and I avoid their coffee in general.  This is a nice rich coffee and there is no hint of burnt coffee flavor.	0	0
		A2GKUFSMQSS1H9	Not what was pictured	"I ordered what I thought were small chews nicely arranged in a box.  That's what the picture shows.  What I received, however, was a gnarly looking real bone that looked like it came from a slaughter house.  The thing is bigger than my dog.<br /><br />If what they sent me is actually a knuckle bone (and I suspect it is) then the picture of boxed dog chews is all wrong for the product.  There is no way I would have ordered this ""thing"" if it had been pictured.<br /><br />I didn't return it because it wasn't worth the hassle.<br /><br />I won't order from this vendor again."	0	0
		A2HVMLCH7XB2UC	Not rice....	I'm British, and this is one of the most popular candy bars in the UK (along with Cadbury's Flake).  This bar does not contain either rice or 'popping candy' as stated in the description.  Crunchie bars are old-fashioned 'honeycomb toffee' otherwise known as 'cinder toffee' covered in creamy milk chocolate.  Honeycomb toffee is basically a regular toffee to which a very small amount of vinegar and bicarbonate of soda is added, causing the toffee to puff up into an airy, crunchy, light toffee full of tiny holes.  The tiny amount of vinegar and bicarbonate of soda added does not adversely affect the toffee taste.	4	0
		A1NPKGCVWMMXGU	Not as advertised! Extremely Disappointed!	"I ordered this sampler because it is titled Flavored K-Cup Sampler. I ended up with only 6 out of the 24 are ""flavored"". The rest are a limited variety of brews and roasts. To be exact, I got 3 gm pumpkin spice, 2 gm spicy eggnog, 1 van houtte french vanilla, 3 caribou blend, 3 gm columbian fair trade select, 3 gm nantucket blend, 3 newman's own special blend, 3 folgers lively columbian, and 3 gm decaf breakfast blend.  Not what I was expecting at all. I should have listened to the other negative reviews and not bought from this seller even after reading the seller's response to some of the negative feedback with promises to revise the way they fill orders. And if you are looking to give this as a gift, the cups come in a zip-loc bag, not that it mattered to me because I am using them in a gift basket. The only positive was the prompt shipping, I expected it tomorrow and it showed up a day early."	1	2
		A34V9OZ3I80QHF	BE CAREFUL	I took the pill (3x3)two days only but had to stop because my baby started having runny stool ( like diarrhea).  I wish I could take it longer to see if it worked or not! So keep an eye on your baby , you dont want her to get diarrhea.  Unfortunatey, It could be one of the side effects...	0	0
		A3TPN9G3FWW6FK	Had higher expectations	"It is a naturally sweetened soda with Stevia, but I expect more robust flavor simular to Dr. Pepper.  I wouldn't even say it is close to Dr. Pepper.  I was disappointed, especially when I love the ""Cola"" flavor of Zevia so much."	0	0
		A5CR6GP49HVEE	Good at first, but quickly became overbearing for me	I bought this tea at my health food store because I thought it looked interesting. The name and the description really pulled me in, as well as the picture on the box. At first I was confused as to what the taste reminded me of, but then I realized it reminded me of pink Necco mints. I don't drink sugar in tea, but I think if I did and I had put some in this tea it would've made it overbearing. However, after drinking this tea once every day for a week or so, I'm finding it to be almost like a chore. I love the health benefits and this tea has actually helped me feel pretty good after drinking a cup, but the taste is becoming a bit overbearing. As I mentioned early in my review, the taste is reminiscent of pink Necco mints (minus the mint part, of course) but it can be hard for me to get through a cup of it because after awhile that Necco taste begins to remind me more and more of chalk. Yes, it definitely has a chalky flavor. I will still continue to drink this tea until the box is gone but I don't think I'll be buying any more of it unless it has some sort of miraculous effect on me later on down the box. Still, it was worth a try because it was nice at first.	2	0
		A3DUGHDTBTWFJ	VERY LIGHT!	I mistakenly grabbed this Donut HOUSE blend at Costco thinking it was the Donut SHOP blend of k-cup (by Coffee People).  I realized it wasn't Donut SHOP the first time I made a cup.  It was REALLY light - basically colored water, very little flavor if made on the recommended 8 oz brew size.  Not much better on a lower setting either.  If you like a very, very mild coffee, then this is for you.  I'm not a fan of strong coffee, but this was WAY to mild and I'll be making sure I'm getting the Coffee People Donut SHOP coffee rather than Donut HOUSE in the future!	0	0
		A22I8C0O494K93	Sorbitol and Xylitol???	Why does the ingredients list prominently feature sorbitol and xylitol?  With the stevia, that's 3 sweeteners!!!  And sorbitol causes painful gas and bloating.  Want a gum sweetened ONLY with stevia.  Does that product exist?	8	0
		A14D5BEB1HEJ8M	Not working well at all	I bought this to use with goat milk.  First batch (1/2 batch so i didn't waste this expensive milk) was a failure but the milk was ultra-pasteurized so likely wouldn't work.  Tried 2nd batch (1/2 packet) with powdered goat milk and this actually turned out.  Only thing was I only made a 1/2 batch so was gone in 2 days. Excitedly made 3rd batch with powdered goat milk again and whole package of starter, and it did not thicken at all.  It is sour like the other two but not at all thickened like the middle batch.  I will likely try Kefir grains and see how those work out.  Really hate the fritzing with heating and cooling.  I found that to be a royal pain....	1	1
		A3A8NB11HSAXWP	Dogs love it, but be sure to give in moderation or you'll be sorry!	"I bought this with the Busy Buddy Tug-a-Jug, since it was recommended that they go together.  I have two papillons - one loved the toy and was quite good at getting the treats out of the bottle rather quickly...while the other one waited and consumed what fell out.<br /><br />That being said, they consumed a fair amount of the treats.  Not a lot, but a good handful.  Since the product was recommended to go with the toy, I had assumed that it would be okay for them to have more than just one or two of these. The next day, when it was Potty Time, I noticed that their #2's were bright green, and a little ""loose"" (sorry for being so graphic).  My dogs don't eat table scraps or any people food - I feed them Science Diet puppy bites, with occasional training treats, and this is the first time I've ever noticed a problem with their BMs.<br /><br />They seem to like the taste of these, though they prefer others.  I would recommend mixing them with some other treats rather than using them consistently, or you'll be cleaning it up later.  I will probably continue mixing these in with other treats/kibble until I use up the bag, but will not purchase anymore in the future."	20	0
		A1WOMXOEX90ARI	Very Good Tea!!!	"While this may not be ""premium"" tea, it IS very good tea. It has a smooth, not harsh, yet bold flavor. It stands up well to milk or cream and makes a very good iced tea. After drinking this, Lipton's tea just seems so unbearably harsh and acrid. It brews up well, never seeming to become bitter. It works well as a general, all purpose, every day tea; also, blending well with mint or other flavors, like cinnamon, if that's what you like. PG is good black, too. It is a finely cut tea, BUT, so what? It steeps well and tastes great. The tea bags are pyramid shaped, which does seem to brew better, probably because more of the bag and tea is in the water and less is floating.  Also, there is more bag surface exposed to the water.  The material the bag is constructed of is different than the usual bag.  It is softer with a more open weave, so again, water flows through better.  It does not leave a slight taste of the bag, as some other brands do. I searched high and low, for years, and paid way too much for stale PG Tips before finding it on Amazon at a very good price, especially when purchased at subscribe and save prices. I do prefer the loose tea, but occasionally use tea bags, for traveling. There are other teas I enjoy, but this remains on my list of favorites, both for taste and price!"	1	0
		AD98ZJJY4Y6HM	Switched to a cheaper food, but going back to Canidae	We have 3 Belgian Malinois and they did amazingly well on this food. Their coats looked better on Canidae than on any other food we've had them on. It even eliminated the horrible gas that large dogs are known for! When Amazon upped the price $10 a bag we switched to Diamond Naturals, but not only did their coats begin to lose their sheen, but that awful smelling gas came back as well!! We are putting them back on Canidae. It's worth it!!	2	0
		AQZYCOCL9A5IK	Oh, so yummy.	I bought these at Whole Foods the other day because they were out of the regular chocolate chip ones. Mmmmm. They smell heavenly- kind of coconutty. They taste so good. MMMMMmmmmmmmmmmmmmmm. Well done, Cascadian Farms.	4	0
		AQVWXGE0HX7ER	Lindt 70% RIP	"A few weeks ago, I sent a complaint to Lindt via their web site and did receive a very nice email  response.  It mirrored pretty much what the web site says about the overwhelming positive response.<br /><br />Here's the funny part:  I was in a Lindt store last week and complained about the recipe change.  The sales person said that they've been receiving numerous complaints from previously-happy 70% customers.  And yes, the reason for the change in taste is that the bar is being manufactured in the US now, with a soya emulsifier and less cocoa butter.<br /><br />As I mentioned in my email to Lindt...  I hope they don't have the same PR disaster Coca-Cola had when they ""improved"" their recipe."	5	0
		A36K2N527TXXJN	The true un-soda	The Switch Orange Tangerine is one of the most refreshing drinks that I have ever tried. It is 100% pure orange and tangerine juice and the difference from the regular sodas is quite obvious. Right from the first sip it feels richer and tastier than any soda product out there. After drinking it, you may never go back to regular sodas again. It works well by itself or with a meal. This may be an ideal substitute for sodas for kids, as it is a much more nutritious drink. The only problem that I have is the size of the can. At 8.3 ounces it may be enough for a kid, but you would need more than one of these to quench an adult's thirst.	3	0
		A20UNODCCYZSBI	Grreat Tea	My brother Robert that he has purchased this exact product in this size from local Indian grocers in Houston TX and in Austin Tx area, including one purchase at a WalMart store in an area with significant Indian populations.  The tea was reported to be a wonderful product for iced tea with a faint pleasant flowery aftertaste.  He will purchase it again and again	0	0
		A1FLGEDNAF9KHH	Spicy but tastes very good.	This is another great product from Kitchens of India. Tastes very good, spicy but right amount. Will purchase again.	0	0
		A3VD33B6RVIGB3	Ate the entire can just to write this review...	"This item tasted like what I expect a carp would taste.  Typically purchase King Oscar products, but wife believes in garage sale items infested with bed bugs and thinks the overflowing sale bins are great deal items - not items that don't sell for a reason.  The ""hot sauce"" is nothing but hot and I've had fewer bones in Shad.  There were a total of 3 ""sardines"", or whatever these were, in the can.  I kept an unopened bottle of Devil's Springs Vodka on hand for years for extreme remedy purposes and used it to get rid of the bio-solid waste taste this product left behind.  Funny - country of origin in USA, but is product of Thailand...  must be snakehead..?? Truly believe this is not Bluefin tuna so it's at least not contaminated with radiation from Japan.  NOT WORTH A BUCK A CAN!!!!!!  NOTE: **** had to rate this 1 Star after shooting for ZERO stars got the message ""Please rate this item.""  I honestly believe Jessica Simpson had something when she said she thought Chicken of the Sea was Chicken...  This one's not really fish!!"	0	0
		AMI69YOH12HHD	Great for all ages	I bought these and served them at a birthday party.  Everyone was in love with them, from the 18 month old to the 86 year old.  All natural, delish, and in a portioned controlled size.  What is not to love?	1	0
		A1O12ONXAEGY2Z	Vermont maple syrup at its best	This fancy grade is as good as it gets. You will not be disappointed. This priouct supports the proud Vermont tradition.	0	0
		A1BX7G5PVXWDYE	double black diamond makes for happy staff	The Double Black Diamond Extra Bold makes for happy staff.  Rich flavor and aroma.  A little floral, but good flavor at first sip, sitting in your mouth and at the finish.  Happy staff makes for happy workplace!  Thanks Green Mountain Coffee!	1	0
		A143NLH46NA8QN	Has an unpleasant taste....	I was disappointed in the quality of this coffee.  It has a weird whang to it - a bitter taste.  My husband tried it and said the same thing.  I don't know if I got a bad batch or what, but I won't be using this coffee except for emergency backup (when I'm out of good coffee).	0	0
		AJLUZ1AA8Q1LY	18 days and still no product	Item actually fulfilled by Ozbo.  18 days later, still waiting for the Mac & Cheese.  Terrible service!  Will not order anything that Ozbo processes, in the future.	0	3
		A2EXGRAA6QW96Z	ENERGissimo!	Ingredients are listed in order from largest amounts to smallest amounts. In this illy issimo cappuccino, ingredients are listed as follows: coffee, lowfat milk, sugar, cocoa powder, potassium bicarbonate, cellulose gel, potassium citrate, cellulose gum, carrageenan.<br /><br />I would have guessed this order: water, sugar, coffee, cocoa powder. And I would not have guessed milk or any of the other items. I like that it has only 100 calories. Label indicates Protein 4g and Calcium 10%, Total Fat 1.5 g (very good!), and Total Carb 19g (not so good for people on a low carb diet).<br /><br />This cappuccino was a nice late-afternoon energizer that motivated me to take a brisk one-mile walk. (Very good!)	1	1
		A37AO20OXS51QA	Same as others, totally weak now	Most of their products have been ruined by their parent company, the ever-present and ever-bland McCormick's. Go with Mae Ploy curry paste, Tirapos fish oil, and other truly authentic ingredients.	1	0
		AUA6NUI5O7D50	TO DIE FOR!!!!	Oh my God, this is the best gluten free bread I've had in 12 years since my diagnosis.  That includes home made bread, disastrous flops from my breadmaker, down to the store-bought breads that taste like cardboard. It looks like real bread, smells like bread, tastes good (OK, fresh wheat bread from a bakery tastes better...) and you can even slice it thin.<br /><br />  This bread doesn't disintegrate into a handful of crumbs.  (Till now, I always had to eat a GF sandwich hunched over the sink to catch the crumbs.)  It makes great sandwiches, toast, cinnamon toast, toasted cheese sandwiches, BLT's, etc.  I even made a hamburger bun out of some of the dough.  The only failure so far was French Toast: it didn't absorb much of the egg and milk mixture.<br /><br />For Easter, I made a turkey with gluten free stuffing and gravy.  It was heaven on earth!  The whole family loved it, even though I was only Celiac in the bunch.<br /><br />I never bought this in the health food store because it was so expensive.  It's very affordable on Amazon prescheduled delivery.  I've been using Pamela's Baking mix for many years.  It's awesome.	0	0
		A2T4SJTJAQ5AIN	pretty bland	I did not like these crackers. The cheddar flavor was barely there and there was a weird aftertaste.	0	0
		A1VQA51G3XBSDV	Yuck.	These were awful.  However, I sent them to my daughter in Hawaii and she loved them.  She's more into EXTREME healthy eating than I am.	1	1
		A1HKAJ7ANPY9H1	Best Coconut Oil	Great price for the quality and size.  I use it for deep conditioning sets and daily hair moisturizer (only oil that penetrates hair shaft).  Amazon reviews were very helpful, I recommend this to anyone who is interested in incorporating coconut oil into their hair regimen.	2	0
		#oc-R1OL5ERW8B6QV2	BEST OF THE BEST	"<a href=""http://www.amazon.com/gp/product/B006Q820SK"">Brooklyn Bean Roastery Coffee, Brooklyn Bridge Blend, Single Serve Cup for Keurig K-Cup Brewers, 36-Count</a>  ALL of Brooklyns coffee is the best i have ever had i tried samples of it and ended up buying a box of 36 they are far better then any other k cup makers i have tried and i have tried alot i am coffee aholic i recommend them to everyone"	2	1
		A2KPRZKM6CCO5G	WARNING - Contains Quinoa and WHOLE WHEAT	Please note that this product's ingredients contain whole wheat flour in addition to the quinoa.  In my opinion, the product listing is not clear about the inclusion of whole wheat.  The product photo is a small size and it is not mentioned in the product description.  Unless you see whole wheat in the ingredients list, you may think you are getting quinoa-only grain pasta (which Ancient Harvest also sells).  This could be a problem for those who are gluten-free.<br /><br />As for the cooking time, the instructions say 6-9 minutes, but as with other Ancient Harvest pasta products, I find that 12 minutes is the proper time for al dente noodles.<br /><br />Other than these quirks, Ancient Harvest quinoa pastas are a great alternative to traditional pasta varieties!	4	0
